Order Date,SKU ID,Order Quantity
8/18/2022,1403CA,2.40732707
4/5/2023,1390BA,0.4267630068
10/4/2022,1374CA,9.29527108
12/11/2022,1373BA,2.027022179
4/10/2023,1367CA,0.09779046774
2/24/2023,1326AA,2.04623744
11/15/2022,1325AA,9.608745759
3/13/2023,1321BA,5.840627806
1/23/2023,1317BA,1.322117609
8/19/2022,1315BA,0.3517316258
9/25/2022,1308BA,8.354589143
2/17/2023,1296CA,9.781747694
5/9/2023,1295CA,0.08643361623
12/21/2022,1283CA,0.8671035575
3/28/2023,1281BA,1.188384496
12/29/2022,1244AA,6223.697302
2/15/2023,1206BA,37.43107855
4/19/2023,1196AA,1.930576236
3/9/2023,3271CA,1.067859974
6/3/2023,3264CA,0.5272905243
11/4/2022,3249CA,6.583317937
12/1/2022,3239AA,1.641941252
4/13/2023,3205AA,0.8634111303
3/27/2023,3180BA,2.601067288
2/12/2023,3178CA,0.1333222531
10/9/2022,3271CA,1.290410121
1/27/2023,3264CA,9.669036788
5/25/2023,3249CA,1.380985913
10/10/2022,3239AA,3.770150713
5/9/2023,3205AA,0.1017204505
2/13/2023,3180BA,5.569513268
6/13/2023,3178CA,1.153074661
6/9/2023,3126BA,8.764747048
3/15/2023,3098AA,4.120803721
9/23/2022,3075BA,13.60702508
11/6/2022,3038BA,1.526949431
6/1/2023,3016BA,0.5958013527
8/31/2022,3007CA,0.7641771172
9/10/2022,3006CA,4.402948905
2/9/2023,2573CA,30.74264278
10/21/2022,2565CA,58.20706771
10/28/2022,2548CA,2.09307023
3/25/2023,2539AA,9.880597984
11/28/2022,2528CA,1218.793914
3/5/2023,2473CA,9937.984503
6/2/2023,2458CA,2793.693365
10/5/2022,2449CA,8.922213904
4/12/2023,2422BA,1532.631653
10/28/2022,2418CA,5345.424958
2/6/2023,2391CA,17198.23133
12/7/2022,2371CA,2862.857751
11/29/2022,2365AA,7.974345442
11/27/2022,2336BA,146.2377769
6/4/2023,2267CA,4.283422604
9/15/2022,2143AA,5.941688637
5/15/2023,2117BA,44.08105165
8/27/2022,2096AA,2.972572106
4/14/2023,1947CA,4.95787149
11/2/2022,1902BA,9.773763477
1/26/2023,1876AA,0.3754788183
10/30/2022,1857AA,2.941388314
2/11/2023,1851CA,8.358004805
4/25/2023,1842BA,0.4278099309
12/30/2022,1830AA,5.971146495
9/21/2022,1827AA,9.281311804
9/23/2022,1826AA,5.261032279
1/7/2023,1819AA,0.02599422481
4/18/2023,1811CA,4.966003114
8/28/2022,1801AA,0.9686472247
1/10/2023,1798AA,2.407338039
12/18/2022,1767CA,7.37285529
6/5/2023,1766CA,8.07687775
12/4/2022,1764AA,5.392798012
4/16/2023,1745BA,3.042818887
1/29/2023,1741BA,2.084218315
4/6/2023,1712AA,2.617882856
10/10/2022,1698CA,9.073278057
12/7/2022,1688CA,0.689200746
10/23/2022,1681CA,38.28578277
3/20/2023,1678CA,0.5610698656
2/9/2023,1672AA,5.037242395
4/22/2023,1584BA,0.4268880153
2/5/2023,1582CA,2.316476498
10/15/2022,1571AA,4.101383586
4/17/2023,1488CA,2.745275133
5/7/2023,1468AA,2.975884309
6/5/2023,1434BA,2.947494979
2/13/2023,1420CA,9.429917433
1/8/2023,1403CA,0.5860482487
1/17/2023,1390BA,0.9970844869
3/17/2023,1374CA,4.249407583
11/9/2022,1373BA,2.294233866
5/2/2023,1367CA,1.362564628
1/2/2023,1326AA,0.7145031703
4/11/2023,1325AA,8.022954617
4/2/2023,1321BA,1.080427615
11/27/2022,1317BA,9.912377843
1/23/2023,1315BA,5.439819577
4/19/2023,1308BA,8.988085445
3/8/2023,1296CA,0.8669270147
11/23/2022,1295CA,0.2142229979
5/5/2023,1283CA,0.8385381698
3/27/2023,1281BA,0.3654867174
9/2/2022,1244AA,3700.278957
5/14/2023,1206BA,30.55205543
3/25/2023,1196AA,3.047466462
1/17/2023,3271CA,1.369303786
2/22/2023,3264CA,0.4762349495
2/23/2023,3249CA,9.572619229
10/25/2022,3239AA,2.045943773
4/13/2023,3205AA,0.4389723492
10/16/2022,3180BA,9.972133002
4/10/2023,3178CA,1.021890419
11/28/2022,3271CA,0.7068964538
1/8/2023,3264CA,4.176641503
9/24/2022,3249CA,4.899353959
11/17/2022,3239AA,2.866916645
11/30/2022,3205AA,0.6914753251
9/15/2022,3180BA,0.8788428298
2/5/2023,3178CA,0.9968340173
11/3/2022,3126BA,7.75864564
12/10/2022,3098AA,7.598615435
11/5/2022,3075BA,1.611831471
4/16/2023,3038BA,1.353554997
12/23/2022,3016BA,0.8276419221
5/15/2023,3007CA,0.8830125174
1/3/2023,3006CA,5.407729891
1/8/2023,2573CA,47.00554234
5/29/2023,2565CA,135.8372636
4/14/2023,2548CA,9.54670106
4/11/2023,2539AA,7.405945593
4/14/2023,2528CA,696.2437119
8/31/2022,2473CA,601.4737025
12/7/2022,2458CA,3945.480377
12/20/2022,2449CA,3.097625714
1/4/2023,2422BA,600.669759
11/29/2022,2418CA,1113.077659
11/17/2022,2391CA,28005.88984
9/8/2022,2371CA,9286.842872
1/2/2023,2365AA,1.326479657
5/5/2023,2336BA,32.43046428
10/18/2022,2267CA,2.332748911
8/20/2022,2143AA,2.090535016
9/23/2022,2117BA,21.28792969
10/25/2022,2096AA,9.965843813
5/25/2023,1947CA,0.1080000615
8/25/2022,1902BA,8.433360249
10/10/2022,1876AA,0.009573660422
4/5/2023,1857AA,2.519743846
11/29/2022,1851CA,0.8757571436
3/12/2023,1842BA,1.763351307
2/3/2023,1830AA,2.655572174
8/20/2022,1827AA,7.426204342
2/12/2023,1826AA,6.107925564
3/9/2023,1819AA,7.30426491
2/17/2023,1811CA,7.340731221
4/22/2023,1801AA,13.81551086
5/18/2023,1798AA,6.424209489
1/7/2023,1767CA,2.972406226
10/2/2022,1766CA,9.471177858
10/10/2022,1764AA,8.171407102
1/23/2023,1745BA,1.353253625
11/16/2022,1741BA,2.712079588
5/1/2023,1712AA,4.542841713
11/7/2022,1698CA,2.373789452
9/9/2022,1688CA,8.416943177
9/9/2022,1681CA,8.675441839
11/29/2022,1678CA,3.819733467
3/1/2023,1672AA,1.515159712
4/1/2023,1584BA,1.492344889
12/9/2022,1582CA,0.5203192643
4/10/2023,1571AA,0.418996351
2/13/2023,1488CA,4.074763172
10/4/2022,1468AA,4.328497702
5/4/2023,1434BA,5.453777423
10/18/2022,1420CA,4.935722767
5/31/2023,1403CA,2.391605408
1/11/2023,1390BA,1.834506015
11/15/2022,1374CA,2.986834128
3/10/2023,1373BA,2.258908294
12/21/2022,1367CA,1.333992692
2/10/2023,1326AA,2.820953532
10/9/2022,1325AA,7.167360185
12/21/2022,1321BA,0.2833661696
5/14/2023,1317BA,9.084372569
11/9/2022,1315BA,2.429357255
5/27/2023,1308BA,6.832604906
12/6/2022,1296CA,6.621257734
9/16/2022,1295CA,0.8699032113
6/13/2023,1283CA,0.2828275685
11/7/2022,1281BA,0.6358779394
2/6/2023,1244AA,3325.241154
5/18/2023,1206BA,34.2924512
10/30/2022,1196AA,3.592468681
12/11/2022,3271CA,1.050482355
10/3/2022,3264CA,2.166938456
12/9/2022,3249CA,9.477689226
8/31/2022,3239AA,5.838566698
4/29/2023,3205AA,0.04182143808
2/11/2023,3180BA,0.4187669347
11/9/2022,3178CA,0.1165432873
11/14/2022,3271CA,0.9603862273
10/25/2022,3264CA,2.940840442
5/11/2023,3249CA,3.400807551
3/21/2023,3239AA,1.263842214
3/8/2023,3205AA,0.09613039028
10/4/2022,3180BA,7.676065006
5/1/2023,3178CA,0.203003538
2/17/2023,3126BA,0.2380528023
4/27/2023,3098AA,9.072972428
6/3/2023,3075BA,10.09448486
4/13/2023,3038BA,1.479946379
1/17/2023,3016BA,0.8652466762
3/26/2023,3007CA,2.939655094
10/30/2022,3006CA,7.873688118
1/6/2023,2573CA,15.30019492
4/30/2023,2565CA,7.909170033
2/17/2023,2548CA,1.930710967
3/20/2023,2539AA,2.899993287
10/14/2022,2528CA,388.8761233
5/6/2023,2473CA,11245.05394
4/28/2023,2458CA,3496.324387
5/28/2023,2449CA,9.789894654
9/11/2022,2422BA,1299.387703
10/11/2022,2418CA,16269.92037
11/21/2022,2391CA,15540.26677
12/21/2022,2371CA,4227.880083
2/24/2023,2365AA,8.349648797
4/13/2023,2336BA,79.85632761
12/1/2022,2267CA,1.657389139
1/23/2023,2143AA,6.717495072
9/27/2022,2117BA,43.57100217
2/16/2023,2096AA,3.388919556
9/12/2022,1947CA,3.289401192
10/4/2022,1902BA,4.586576295
1/12/2023,1876AA,1.0336665
12/26/2022,1857AA,1.467108331
10/23/2022,1851CA,0.2900374388
12/8/2022,1842BA,0.5539243401
4/18/2023,1830AA,8.450924792
9/27/2022,1827AA,8.724320511
8/20/2022,1826AA,6.262799391
11/13/2022,1819AA,6.519542596
11/17/2022,1811CA,0.9524776612
9/9/2022,1801AA,9.254332492
8/19/2022,1798AA,2.662887026
2/9/2023,1767CA,5.909043245
12/25/2022,1766CA,7.503126356
8/25/2022,1764AA,0.1249091725
3/14/2023,1745BA,1.540231818
9/27/2022,1741BA,4.285610644
5/20/2023,1712AA,1.129697829
1/11/2023,1698CA,8.311067199
1/15/2023,1688CA,7.731117072
5/31/2023,1681CA,36.47037682
1/25/2023,1678CA,9.892351647
2/12/2023,1672AA,3.351454645
4/18/2023,1584BA,1.702664411
11/12/2022,1582CA,2.555281543
8/28/2022,1571AA,6.095340939
12/28/2022,1488CA,9.108000499
10/11/2022,1468AA,8.831762715
4/9/2023,1434BA,4.922751393
9/23/2022,1420CA,2.605139306
4/8/2023,1403CA,1.662368586
4/24/2023,1390BA,4.335833004
12/11/2022,1374CA,0.7158258777
8/20/2022,1373BA,2.380705842
11/25/2022,1367CA,1.324564576
2/25/2023,1326AA,8.298605119
12/15/2022,1325AA,4.224390482
3/24/2023,1321BA,6.086703492
5/12/2023,1317BA,7.073253668
8/31/2022,1315BA,9.411855852
6/2/2023,1308BA,3.028539307
6/12/2023,1296CA,9.782743552
9/16/2022,1295CA,1.392950932
5/17/2023,1283CA,0.9292477792
3/8/2023,1281BA,0.964507089
10/31/2022,1244AA,1607.366736
5/25/2023,1206BA,63.82276222
6/5/2023,1196AA,0.09703401961
1/10/2023,3271CA,1.485423069
2/12/2023,3264CA,4.914352163
9/17/2022,3249CA,3.987786261
8/18/2022,3239AA,5.376654963
12/30/2022,3205AA,0.429766292
1/14/2023,3180BA,0.5224017898
1/26/2023,3178CA,1.029897289
9/25/2022,3271CA,0.1541194653
6/10/2023,3264CA,3.580425081
1/9/2023,3249CA,0.4251726894
11/28/2022,3239AA,1.179660708
12/23/2022,3205AA,0.113799128
3/7/2023,3180BA,0.2847834039
11/6/2022,3178CA,1.084813204
4/29/2023,3126BA,8.934423873
1/10/2023,3098AA,6.801193717
10/27/2022,3075BA,8.86819527
2/19/2023,3038BA,0.3290292634
5/5/2023,3016BA,1.19823623
2/17/2023,3007CA,2.446325601
11/16/2022,3006CA,4.048018221
3/30/2023,2573CA,5.223042931
10/5/2022,2565CA,73.43198296
5/5/2023,2548CA,9.357241204
6/12/2023,2539AA,3.205859947
4/7/2023,2528CA,1463.226889
2/16/2023,2473CA,984.0359547
1/31/2023,2458CA,3187.493341
1/17/2023,2449CA,1.846077448
9/30/2022,2422BA,1611.1318
1/21/2023,2418CA,14312.27218
11/19/2022,2391CA,25387.8811
2/21/2023,2371CA,2448.456437
9/5/2022,2365AA,3.301349451
5/27/2023,2336BA,292.981825
3/17/2023,2267CA,5.304699326
10/12/2022,2143AA,7.686927212
8/18/2022,2117BA,19.40037821
9/1/2022,2096AA,7.320637794
10/25/2022,1947CA,4.948684071
8/24/2022,1902BA,0.7565105448
4/26/2023,1876AA,0.6657767915
2/12/2023,1857AA,6.397847758
2/18/2023,1851CA,8.636686988
3/26/2023,1842BA,1.366280257
12/10/2022,1830AA,5.87153225
9/12/2022,1827AA,3.944568422
10/29/2022,1826AA,8.181753629
12/18/2022,1819AA,2.18132424
3/20/2023,1811CA,7.185660242
9/8/2022,1801AA,10.5717512
1/31/2023,1798AA,1.171368047
4/5/2023,1767CA,5.015876891
1/10/2023,1766CA,7.373853411
2/6/2023,1764AA,8.219913199
1/31/2023,1745BA,0.9101707303
5/23/2023,1741BA,2.269325303
2/2/2023,1712AA,6.199286584
10/8/2022,1698CA,6.266241973
2/9/2023,1688CA,7.600996708
1/2/2023,1681CA,43.41628958
4/24/2023,1678CA,6.95697027
9/10/2022,1672AA,8.586481803
1/21/2023,1584BA,2.41529164
12/4/2022,1582CA,0.6555906286
11/24/2022,1571AA,2.497195728
6/3/2023,1488CA,6.04943852
10/12/2022,1468AA,4.569159978
1/19/2023,1434BA,4.700995026
3/23/2023,1420CA,0.0238553243
4/1/2023,1403CA,1.353430827
12/5/2022,1390BA,5.278174248
11/24/2022,1374CA,9.949356511
2/10/2023,1373BA,8.614226278
4/3/2023,1367CA,0.4866552781
12/20/2022,1326AA,8.271636805
5/17/2023,1325AA,1.673673343
11/26/2022,1321BA,2.548824199
3/17/2023,1317BA,7.051725275
9/14/2022,1315BA,1.621564737
5/28/2023,1308BA,0.2572492295
6/6/2023,1296CA,9.945488002
1/30/2023,1295CA,1.36631163
1/1/2023,1283CA,0.2477412314
9/19/2022,1281BA,1.423554208
4/30/2023,1244AA,600.8789874
12/28/2022,1206BA,74.1679418
5/16/2023,1196AA,4.855167719
12/24/2022,3271CA,0.8010716261
11/13/2022,3264CA,1.347796785
11/30/2022,3249CA,5.874638992
9/4/2022,3239AA,3.79653909
12/6/2022,3205AA,0.4139706427
10/15/2022,3180BA,6.737278774
12/14/2022,3178CA,0.7130640631
12/14/2022,3271CA,1.389608055
12/16/2022,3264CA,9.503440321
1/19/2023,3249CA,5.679758815
12/7/2022,3239AA,7.841444995
1/14/2023,3205AA,0.2635725986
12/14/2022,3180BA,7.739682867
10/20/2022,3178CA,0.8784097874
1/19/2023,3126BA,3.011388967
8/27/2022,3098AA,1.879939205
9/15/2022,3075BA,7.176145128
11/23/2022,3038BA,0.2689692798
11/17/2022,3016BA,1.604577503
11/17/2022,3007CA,0.4475647665
11/22/2022,3006CA,4.278169525
5/27/2023,2573CA,24.80966738
10/12/2022,2565CA,120.7273562
2/2/2023,2548CA,6.926577095
5/10/2023,2539AA,9.70908607
4/13/2023,2528CA,235.6876404
1/20/2023,2473CA,14181.76855
12/6/2022,2458CA,493.7742844
9/25/2022,2449CA,7.76826173
11/3/2022,2422BA,468.7875205
11/26/2022,2418CA,3046.700234
11/15/2022,2391CA,18303.86033
8/29/2022,2371CA,3887.652357
1/7/2023,2365AA,9.055959651
6/2/2023,2336BA,101.7606496
3/19/2023,2267CA,7.851173511
12/16/2022,2143AA,7.305138836
3/27/2023,2117BA,28.39771062
9/5/2022,2096AA,1.348346665
3/11/2023,1947CA,0.3542617856
5/25/2023,1902BA,6.831966473
12/27/2022,1876AA,2.105197267
2/8/2023,1857AA,9.103267278
4/22/2023,1851CA,9.068076816
1/22/2023,1842BA,0.8241260354
11/4/2022,1830AA,7.867017391
3/5/2023,1827AA,3.569089736
11/16/2022,1826AA,7.185619889
3/11/2023,1819AA,4.019782069
3/9/2023,1811CA,2.57315933
1/10/2023,1801AA,7.926324654
3/30/2023,1798AA,2.325555076
5/17/2023,1767CA,2.705742665
10/22/2022,1766CA,6.767679568
12/11/2022,1764AA,5.280322416
10/24/2022,1745BA,0.02307389258
3/17/2023,1741BA,3.334866216
10/15/2022,1712AA,0.1928710139
12/22/2022,1698CA,7.298822563
5/24/2023,1688CA,4.073286863
12/3/2022,1681CA,19.79321173
5/30/2023,1678CA,4.661096425
10/28/2022,1672AA,0.04986002093
2/20/2023,1584BA,0.5583678731
9/1/2022,1582CA,0.287484794
2/19/2023,1571AA,4.823829048
12/28/2022,1488CA,8.039741825
12/9/2022,1468AA,4.253191891
11/4/2022,1434BA,0.3283514462
9/19/2022,1420CA,0.3007269438
6/1/2023,1403CA,0.6131423225
3/16/2023,1390BA,0.5119026515
3/25/2023,1374CA,0.02036089538
8/27/2022,1373BA,0.7028102699
4/26/2023,1367CA,0.192576574
4/27/2023,1326AA,7.344176473
5/13/2023,1325AA,6.907191626
6/1/2023,1321BA,4.722453369
11/9/2022,1317BA,4.671781504
10/13/2022,1315BA,6.458063251
2/28/2023,1308BA,1.251783794
10/22/2022,1296CA,8.909788783
5/19/2023,1295CA,0.1646842201
8/31/2022,1283CA,0.1337737711
11/29/2022,1281BA,0.7761985184
6/4/2023,1244AA,3461.902523
1/25/2023,1206BA,31.54596798
3/27/2023,1196AA,7.181585155
1/8/2023,3271CA,0.5318337765
3/30/2023,3264CA,6.952784201
6/2/2023,3249CA,1.596223904
5/8/2023,3239AA,3.998335901
1/2/2023,3205AA,0.5085027159
5/17/2023,3180BA,6.874988088
6/7/2023,3178CA,0.3570431942
8/21/2022,3271CA,1.016069154
5/31/2023,3264CA,4.246927303
9/18/2022,3249CA,9.309568246
4/9/2023,3239AA,1.972686844
1/11/2023,3205AA,0.3475125204
4/9/2023,3180BA,9.599200274
9/26/2022,3178CA,0.9689157995
10/18/2022,3126BA,6.057507523
10/8/2022,3098AA,9.389447284
5/30/2023,3075BA,5.737812066
10/17/2022,3038BA,0.3434087323
9/7/2022,3016BA,0.258955462
9/29/2022,3007CA,3.794945267
12/3/2022,3006CA,0.8046917265
1/8/2023,2573CA,16.68361016
10/20/2022,2565CA,135.9083403
9/22/2022,2548CA,9.035352123
2/11/2023,2539AA,7.720228702
5/17/2023,2528CA,1684.083006
3/19/2023,2473CA,14181.3851
6/8/2023,2458CA,1080.54443
4/15/2023,2449CA,2.259243649
3/29/2023,2422BA,1898.401028
11/24/2022,2418CA,12009.22377
10/3/2022,2391CA,15369.19117
4/24/2023,2371CA,6949.195792
9/6/2022,2365AA,0.4976870268
4/26/2023,2336BA,95.40617699
10/14/2022,2267CA,3.627380888
4/25/2023,2143AA,1.033025794
5/21/2023,2117BA,60.78737754
12/2/2022,2096AA,7.263261043
4/18/2023,1947CA,3.851185133
3/6/2023,1902BA,3.188527657
9/6/2022,1876AA,0.1816184929
5/6/2023,1857AA,6.185615926
1/9/2023,1851CA,1.165768608
5/24/2023,1842BA,0.9392752513
8/18/2022,1830AA,9.918291478
11/1/2022,1827AA,9.640066318
2/16/2023,1826AA,5.706313886
10/20/2022,1819AA,4.822882019
1/19/2023,1811CA,8.02958445
5/29/2023,1801AA,6.280321754
4/12/2023,1798AA,0.4182922729
3/17/2023,1767CA,8.893159298
5/6/2023,1766CA,8.087149076
10/19/2022,1764AA,4.226151134
12/23/2022,1745BA,2.060743981
12/11/2022,1741BA,1.948542671
12/24/2022,1712AA,2.199223951
11/4/2022,1698CA,5.776130422
4/21/2023,1688CA,3.719356867
5/1/2023,1681CA,4.453592956
3/16/2023,1678CA,4.225641851
12/8/2022,1672AA,5.366976276
1/26/2023,1584BA,1.18706252
4/26/2023,1582CA,1.16079878
1/2/2023,1571AA,2.984248911
6/6/2023,1488CA,8.165803924
8/25/2022,1468AA,4.675871936
4/18/2023,1434BA,9.297070386
5/13/2023,1420CA,6.170881265
5/14/2023,1403CA,0.5695587914
8/23/2022,1390BA,3.865123144
8/28/2022,1374CA,0.3836329671
12/9/2022,1373BA,3.530060163
6/7/2023,1367CA,0.602561238
11/21/2022,1326AA,4.316493921
10/31/2022,1325AA,7.8145332
10/10/2022,1321BA,9.09847987
1/9/2023,1317BA,5.978770991
11/19/2022,1315BA,8.174797559
10/18/2022,1308BA,3.713555573
10/29/2022,1296CA,7.918183415
8/28/2022,1295CA,0.6521242707
5/5/2023,1283CA,0.3950539717
1/22/2023,1281BA,0.5935144526
8/26/2022,1244AA,989.1913578
1/25/2023,1206BA,88.06635985
1/15/2023,1196AA,2.66247822
11/17/2022,3271CA,0.1848736925
4/3/2023,3264CA,6.944963741
6/6/2023,3249CA,9.6439652
3/10/2023,3239AA,1.375390321
4/9/2023,3205AA,0.2968597445
11/11/2022,3180BA,3.083566912
5/11/2023,3178CA,1.083613805
12/7/2022,3271CA,0.3640062264
5/25/2023,3264CA,9.080117771
4/9/2023,3249CA,2.749731133
10/2/2022,3239AA,3.952864842
2/12/2023,3205AA,0.3190126544
6/3/2023,3180BA,7.049893402
1/27/2023,3178CA,0.1903323134
8/27/2022,3126BA,9.147297304
12/29/2022,3098AA,6.913748682
4/13/2023,3075BA,11.77647611
9/23/2022,3038BA,1.145194264
4/1/2023,3016BA,0.6348903486
2/18/2023,3007CA,3.519447053
3/6/2023,3006CA,6.048190243
10/1/2022,2573CA,33.96269481
4/24/2023,2565CA,156.4115984
10/18/2022,2548CA,9.597018859
9/28/2022,2539AA,1.987964855
2/16/2023,2528CA,1758.21714
11/30/2022,2473CA,8630.446829
1/24/2023,2458CA,3645.626913
11/22/2022,2449CA,9.703830035
4/9/2023,2422BA,290.4522595
11/9/2022,2418CA,7531.020422
1/24/2023,2391CA,19815.1441
12/29/2022,2371CA,6481.670676
1/19/2023,2365AA,9.218743836
9/16/2022,2336BA,212.4084003
11/3/2022,2267CA,3.460256434
9/18/2022,2143AA,7.185517701
9/7/2022,2117BA,29.91037581
1/8/2023,2096AA,7.195014535
12/24/2022,1947CA,8.013939482
11/21/2022,1902BA,2.252965178
11/16/2022,1876AA,1.650235855
11/11/2022,1857AA,9.419332694
1/2/2023,1851CA,0.01614773877
10/18/2022,1842BA,1.072565499
11/26/2022,1830AA,0.5548165708
9/9/2022,1827AA,0.5692960785
5/21/2023,1826AA,3.814462371
5/25/2023,1819AA,2.655044796
6/12/2023,1811CA,4.057555753
12/24/2022,1801AA,9.647781286
4/30/2023,1798AA,0.4148840483
10/11/2022,1767CA,5.574908141
1/28/2023,1766CA,0.2845936014
9/7/2022,1764AA,5.909073001
12/13/2022,1745BA,0.6970754497
3/7/2023,1741BA,4.223541422
9/24/2022,1712AA,7.32032844
1/13/2023,1698CA,9.837534262
10/14/2022,1688CA,6.574365465
9/16/2022,1681CA,1.442820627
8/29/2022,1678CA,5.670904845
9/23/2022,1672AA,4.119542651
3/8/2023,1584BA,0.9991778211
9/1/2022,1582CA,1.553264308
4/20/2023,1571AA,2.697501864
6/10/2023,1488CA,4.927282204
4/15/2023,1468AA,5.172967167
4/20/2023,1434BA,1.074842611
4/8/2023,1420CA,7.849729744
11/25/2022,1403CA,0.06550632608
3/6/2023,1390BA,7.860076262
2/10/2023,1374CA,6.254526211
3/20/2023,1373BA,7.815921268
12/25/2022,1367CA,0.03526987388
6/3/2023,1326AA,1.300766752
12/13/2022,1325AA,5.531411123
3/6/2023,1321BA,5.145353897
5/25/2023,1317BA,0.08123952677
9/25/2022,1315BA,5.238988512
2/14/2023,1308BA,0.4430733274
11/5/2022,1296CA,0.1442565387
3/23/2023,1295CA,0.7498620266
12/26/2022,1283CA,0.02240404861
11/13/2022,1281BA,1.168204488
3/30/2023,1244AA,2983.35724
4/12/2023,1206BA,100.8659744
5/21/2023,1196AA,4.766534578
3/8/2023,3271CA,0.2090426899
1/11/2023,3264CA,5.400676858
8/19/2022,3249CA,7.332956041
12/1/2022,3239AA,6.175487862
4/11/2023,3205AA,0.6141362852
2/18/2023,3180BA,6.11825911
5/12/2023,3178CA,0.1949473549
12/11/2022,3271CA,1.006141636
4/9/2023,3264CA,9.699394462
12/30/2022,3249CA,1.189056397
10/17/2022,3239AA,9.045131001
11/14/2022,3205AA,0.3532037436
11/7/2022,3180BA,0.7110530598
9/13/2022,3178CA,0.6657482553
3/1/2023,3126BA,6.511179759
5/10/2023,3098AA,7.557359925
9/8/2022,3075BA,9.968422748
2/8/2023,3038BA,0.06624340989
12/4/2022,3016BA,0.4324087292
10/3/2022,3007CA,2.132064037
12/3/2022,3006CA,5.792266503
12/29/2022,2573CA,4.855186143
9/4/2022,2565CA,143.7704686
3/3/2023,2548CA,6.698203583
2/13/2023,2539AA,2.647030038
12/23/2022,2528CA,1511.142669
4/12/2023,2473CA,9919.019938
9/13/2022,2458CA,1649.57483
3/5/2023,2449CA,2.162324309
4/17/2023,2422BA,861.1789189
5/5/2023,2418CA,750.0655793
1/25/2023,2391CA,11602.7316
2/15/2023,2371CA,6280.198023
3/25/2023,2365AA,8.919687358
6/11/2023,2336BA,94.22391912
9/11/2022,2267CA,7.852432129
4/21/2023,2143AA,7.008532797
9/6/2022,2117BA,28.25199965
2/11/2023,2096AA,8.657100197
2/26/2023,1947CA,0.9953895953
5/23/2023,1902BA,9.291839802
5/23/2023,1876AA,1.444847272
3/17/2023,1857AA,7.159416525
3/4/2023,1851CA,1.953819511
9/22/2022,1842BA,0.148958195
9/1/2022,1830AA,7.700639767
1/16/2023,1827AA,8.586919897
4/19/2023,1826AA,2.700571256
12/31/2022,1819AA,6.050166489
8/26/2022,1811CA,6.66218865
12/21/2022,1801AA,13.92461786
12/7/2022,1798AA,0.709915757
1/11/2023,1767CA,7.192990502
12/15/2022,1766CA,8.031794517
6/11/2023,1764AA,7.411371731
3/29/2023,1745BA,1.67897589
9/18/2022,1741BA,1.98538028
6/4/2023,1712AA,9.553564866
1/15/2023,1698CA,5.53416622
5/14/2023,1688CA,3.365461085
11/17/2022,1681CA,6.388777582
6/11/2023,1678CA,7.257721128
5/10/2023,1672AA,2.285879154
2/20/2023,1584BA,2.106889992
2/16/2023,1582CA,1.82417668
5/2/2023,1571AA,1.431915596
2/4/2023,1488CA,9.164380035
11/17/2022,1468AA,7.154807625
2/18/2023,1434BA,8.232672532
2/13/2023,1420CA,6.110676024
9/4/2022,1403CA,0.9481408737
11/1/2022,1390BA,4.546934115
2/18/2023,1374CA,4.30581864
4/30/2023,1373BA,2.991607126
2/28/2023,1367CA,0.5384272439
8/27/2022,1326AA,7.60802487
11/26/2022,1325AA,6.111738432
4/1/2023,1321BA,9.726067952
1/2/2023,1317BA,5.811045275
4/6/2023,1315BA,4.06883735
1/31/2023,1308BA,2.173597476
2/28/2023,1296CA,4.692801827
12/6/2022,1295CA,0.07757695227
4/25/2023,1283CA,0.5626761408
5/24/2023,1281BA,0.8537144252
2/21/2023,1244AA,2224.179817
9/25/2022,1206BA,56.33794159
12/18/2022,1196AA,3.463005441
2/19/2023,3271CA,0.8935434054
9/20/2022,3264CA,4.205954404
12/14/2022,3249CA,7.585455797
11/20/2022,3239AA,7.816800035
1/25/2023,3205AA,0.9977554945
9/14/2022,3180BA,6.706895374
4/1/2023,3178CA,0.5803707069
4/23/2023,3271CA,0.2841149895
2/4/2023,3264CA,7.269788263
5/13/2023,3249CA,3.64562128
5/5/2023,3239AA,5.796054025
12/31/2022,3205AA,0.4791378515
3/30/2023,3180BA,5.423276066
2/13/2023,3178CA,0.398282057
10/8/2022,3126BA,7.007841139
10/30/2022,3098AA,10.98416278
10/22/2022,3075BA,1.844943176
5/24/2023,3038BA,0.8835411334
4/11/2023,3016BA,2.08667897
4/23/2023,3007CA,1.807937072
6/7/2023,3006CA,9.393375248
1/12/2023,2573CA,46.06557521
12/24/2022,2565CA,174.0166554
10/17/2022,2548CA,9.698566431
1/25/2023,2539AA,8.485630806
5/10/2023,2528CA,1930.242135
4/26/2023,2473CA,750.0130812
10/13/2022,2458CA,2872.853978
12/10/2022,2449CA,9.198645581
3/10/2023,2422BA,605.7789518
5/28/2023,2418CA,17434.53244
12/26/2022,2391CA,8974.993755
3/21/2023,2371CA,5204.474505
11/4/2022,2365AA,0.9547817878
11/10/2022,2336BA,211.2862031
9/7/2022,2267CA,3.920989474
8/21/2022,2143AA,3.435936823
3/21/2023,2117BA,14.08680635
9/28/2022,2096AA,1.183113071
10/5/2022,1947CA,2.728308535
2/13/2023,1902BA,2.474401356
10/31/2022,1876AA,0.6883278305
2/22/2023,1857AA,4.172121353
11/25/2022,1851CA,5.957933205
12/25/2022,1842BA,0.07398194702
4/3/2023,1830AA,4.474027084
